Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Churn Category,Churn Reason,tenure_duration,revenue_per_month,revenue_per_month_missing,revenue_deviation,revenue_deviation_missing
9734-YWGEX,Female,27,Yes,No,No,No,0,United States,California,South San Francisco,94080,37.654436,-122.426468,60599,Q3,No,0,9,,Yes,38.76,Yes,Yes,Fiber Optic,82,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,98.3,923.5,0.0,0,348.84,1272.34,2,Churned,Yes,81,2954,Price,Price too high,0-12 (~1 Year),141.3711111111111,0,1.438159828190347,0
2719-BDAQO,Male,36,No,No,No,No,0,United States,California,Sunnyvale,94086,37.378541,-122.020456,64010,Q3,No,0,17,,Yes,4.51,No,Yes,Fiber Optic,13,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.85,1625.65,0.0,0,76.67,1702.3200000000002,1,Churned,Yes,93,4940,Price,Price too high,12-24 (1-2 Years),100.1364705882353,0,1.066984236422326,0
9625-QSTYE,Female,37,No,No,No,No,0,United States,California,San Francisco,94131,37.746699,-122.442833,27906,Q3,No,0,13,,Yes,3.84,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.15,952.3,0.0,0,49.92,1002.22,1,Churned,Yes,79,4806,Competitor,Competitor had better devices,12-24 (1-2 Years),77.09384615384616,0,0.9500165884639082,0
6400-BWQKW,Female,51,No,No,No,No,0,United States,California,San Mateo,94402,37.556634,-122.317723,23393,Q3,No,0,6,,Yes,19.74,Yes,Yes,Fiber Optic,27,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,434.5,0.0,0,118.44,552.94,1,Churned,Yes,91,3263,Dissatisfaction,Network reliability,0-12 (~1 Year),92.15666666666668,0,1.1658022348724437,0
6680-WKXRZ,Female,32,No,No,No,No,0,United States,California,Antioch,94509,37.980057,-121.801599,90891,Q3,No,0,3,,Yes,23.82,Yes,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.4,215.8,0.0,0,71.46000000000001,287.26,3,Churned,Yes,90,2054,Other,Don't know,0-12 (~1 Year),95.75333333333333,0,1.2870071684587812,0
9448-REEVD,Male,21,Yes,No,Yes,No,0,United States,California,Concord,94520,38.013825,-122.039144,36186,Q3,Yes,1,1,,Yes,32.08,No,Yes,DSL,73,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.7,44.7,0.0,0,32.08,76.78,3,Churned,Yes,74,3700,Other,Don't know,0-12 (~1 Year),76.78,0,1.7176733780760625,0
9117-SHLZX,Male,36,No,No,No,No,0,United States,California,Fremont,94538,37.505768,-121.962472,56126,Q3,No,0,1,,Yes,10.41,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.7,45.7,0.0,0,10.41,56.11,3,Churned,Yes,72,3571,Dissatisfaction,Poor expertise of phone support,0-12 (~1 Year),56.11,0,1.2277899343544856,0
4541-RMRLG,Male,53,No,No,No,No,0,United States,California,Hayward,94541,37.674002,-122.076796,60274,Q3,No,0,7,,Yes,9.14,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.25,112.3,0.0,0,63.98,176.28,3,Churned,Yes,82,4489,Attitude,Attitude of support person,0-12 (~1 Year),25.18285714285714,0,1.3082003710575139,0
3158-MOERK,Female,57,No,No,No,No,0,United States,California,Hayward,94545,37.62984,-122.120843,27311,Q3,No,0,2,,Yes,48.34,Yes,Yes,Fiber Optic,28,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.0,174.8,0.0,0,96.68,271.48,2,Churned,Yes,83,3391,Competitor,Competitor offered more data,0-12 (~1 Year),135.74,0,1.4139583333333334,0
7294-TMAOP,Female,30,No,No,No,No,0,United States,California,Castro Valley,94546,37.708327,-122.083473,41698,Q3,No,0,1,Offer E,Yes,15.44,No,Yes,Fiber Optic,51,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,90.55,90.55,0.0,60,15.44,165.99,2,Churned,Yes,72,2627,Competitor,Competitor made better offer,0-12 (~1 Year),165.99,0,1.8331308669243513,0
2834-JRTUA,Male,30,No,No,No,No,0,United States,California,Martinez,94553,38.014457,-122.115432,46677,Q3,No,0,71,Offer A,Yes,49.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,108.05,7532.15,0.0,0,3508.82,11040.97,1,Churned,Yes,81,5200,Competitor,Competitor had better devices,60-72 (5-6 Years),155.50661971830985,0,1.4392098076659867,0
5875-YPQFJ,Male,51,No,No,No,No,0,United States,California,Fremont,94555,37.555473,-122.080312,33883,Q3,No,0,1,Offer E,Yes,45.66,No,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.9,69.9,0.0,0,45.66,115.56,3,Churned,Yes,84,5367,Competitor,Competitor offered higher download speeds,0-12 (~1 Year),115.56,0,1.6532188841201716,0
8603-IJWDN,Male,41,No,No,No,No,0,United States,California,Pinole,94564,37.996462,-122.293716,16717,Q3,No,0,1,Offer E,Yes,5.43,Yes,Yes,Fiber Optic,18,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,86.6,0.0,0,5.43,92.03,3,Churned,Yes,93,5228,Competitor,Competitor offered higher download speeds,0-12 (~1 Year),92.03,0,1.06270207852194,0
3842-IYKUE,Female,28,Yes,No,No,No,0,United States,California,San Leandro,94579,37.687264,-122.15728,19815,Q3,No,0,35,Offer C,Yes,45.14,Yes,Yes,Fiber Optic,41,No,Yes,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,85.3,2917.5,23.89,130,1579.9,4603.51,2,Churned,Yes,88,2455,Competitor,Competitor offered more data,24-36 (2-3 Years),131.52885714285716,0,1.5419561212527217,0
6641-XRPSU,Female,61,No,No,No,No,0,United States,California,San Lorenzo,94580,37.676249,-122.132415,26240,Q3,No,0,34,Offer C,Yes,4.66,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70.0,2416.1,11.0,0,158.44,2563.54,2,Churned,Yes,93,2318,Competitor,Competitor offered more data,24-36 (2-3 Years),75.39823529411764,0,1.0771176470588235,0
8357-EQXFO,Female,46,No,No,No,No,0,United States,California,Union City,94587,37.59485,-122.051521,66472,Q3,No,0,7,Offer E,Yes,48.36,No,Yes,Fiber Optic,15,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.35,660.9,34.29,0,338.52,965.13,2,Churned,Yes,92,3077,Competitor,Competitor made better offer,0-12 (~1 Year),137.87571428571428,0,1.4459959547531651,0
9524-EGPJC,Female,33,No,No,No,No,0,United States,California,Walnut Creek,94595,37.862128,-122.075197,18024,Q3,No,0,18,,Yes,34.21,Yes,Yes,Fiber Optic,19,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,1612.75,48.26,0,615.78,2180.27,1,Churned,Yes,80,4260,Competitor,Competitor offered higher download speeds,12-24 (1-2 Years),121.12611111111111,0,1.3443519546183254,0
6993-OHLXR,Female,26,Yes,No,No,No,0,United States,California,Walnut Creek,94596,37.900662,-122.052782,40917,Q3,No,0,2,,Yes,30.73,No,Yes,Fiber Optic,39,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,68.95,119.75,0.0,0,61.46,181.21,1,Churned,Yes,84,5225,Competitor,Competitor had better devices,0-12 (~1 Year),90.605,0,1.3140681653372008,0
8818-XYFCQ,Male,39,No,No,Yes,No,0,United States,California,Walnut Creek,94598,37.916648,-122.008483,26022,Q3,Yes,1,32,Offer C,Yes,33.57,Yes,Yes,Fiber Optic,26,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.55,3204.65,35.82,110,1074.24,4353.07,1,Churned,Yes,71,5026,Competitor,Competitor made better offer,24-36 (2-3 Years),136.0334375,0,1.3664835509794073,0
4695-VADHF,Male,53,No,No,Yes,No,0,United States,California,Oakland,94606,37.792489,-122.244314,41876,Q3,Yes,1,18,,Yes,2.86,No,Yes,DSL,22,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,57.45,990.85,15.73,0,51.48,1026.6,1,Churned,Yes,84,2989,Competitor,Competitor had better devices,12-24 (1-2 Years),57.03333333333333,0,0.9927473165071076,0
3863-IUBJR,Male,27,Yes,No,Yes,No,0,United States,California,Oakland,94607,37.80707,-122.297401,21054,Q3,Yes,1,12,,Yes,27.82,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,53.65,696.35,0.0,0,333.84000000000003,1030.19,1,Churned,Yes,78,2595,Competitor,Competitor had better devices,12-24 (1-2 Years),85.84916666666668,0,1.6001708605156884,0
8436-BJUMM,Male,62,No,No,Yes,No,0,United States,California,Albany,94706,37.890274,-122.295192,15882,Q3,Yes,1,26,Offer C,Yes,35.9,Yes,Yes,Cable,26,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.75,2070.6,0.0,0,933.4,3004.0,3,Churned,Yes,84,2404,Competitor,Competitor offered higher download speeds,24-36 (2-3 Years),115.53846153846153,0,1.3795637198622273,0
9948-YPTDG,Male,44,No,No,Yes,No,0,United States,California,San Rafael,94903,38.018065,-122.546024,28403,Q3,Yes,1,38,,Yes,35.61,No,Yes,Fiber Optic,13,Yes,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,79.45,3013.05,9.36,40,1353.18,4396.87,1,Churned,Yes,85,2405,Competitor,Competitor offered more data,36-48 (3-4 Years),115.70710526315789,0,1.4563512304991553,0
4883-QICIH,Male,37,No,No,Yes,No,0,United States,California,Bodega Bay,94923,38.377165,-123.037957,1785,Q3,Yes,1,32,,Yes,5.99,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,2347.9,19.67,0,191.68,2519.91,2,Churned,Yes,96,2356,Other,Don't know,24-36 (2-3 Years),78.7471875,0,1.128991935483871,0
8329-IBCTI,Female,50,No,No,No,No,0,United States,California,Cotati,94931,38.326215,-122.718742,7936,Q3,No,0,1,Offer E,Yes,6.08,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.65,19.65,0.0,0,6.08,25.729999999999997,3,Churned,Yes,91,5881,Competitor,Competitor made better offer,0-12 (~1 Year),25.729999999999997,0,1.30941475826972,0
5669-SRAIP,Female,55,No,No,No,No,0,United States,California,Larkspur,94939,37.937082,-122.532369,6773,Q3,No,0,5,Offer E,No,0.0,No,Yes,DSL,2,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,39.5,210.75,39.27,0,0.0,171.48,2,Churned,Yes,93,2863,Competitor,Competitor offered higher download speeds,0-12 (~1 Year),34.296,0,0.868253164556962,0
5981-ITEMU,Male,58,No,No,Yes,No,0,United States,California,Marshall,94940,38.129308,-122.834815,406,Q3,Yes,1,40,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.1,3706.95,41.85,0,653.1999999999999,4318.3,3,Churned,Yes,67,3099,Competitor,Competitor offered more data,36-48 (3-4 Years),107.95750000000001,0,1.1118177136972196,0
6941-PMGEP,Female,26,Yes,No,No,No,0,United States,California,Novato,94945,38.135897,-122.563683,16429,Q3,No,0,5,Offer E,Yes,43.99,No,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,80.0,412.5,40.0,10,219.95,602.45,3,Churned,Yes,90,3937,Competitor,Competitor made better offer,0-12 (~1 Year),120.49000000000001,0,1.5061250000000002,0
1624-WOIWJ,Female,40,No,No,No,No,0,United States,California,Nicasio,94946,38.065359,-122.665566,607,Q3,No,0,10,,Yes,45.69,No,Yes,Fiber Optic,18,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,84.7,832.05,12.81,0,456.9,1276.14,1,Churned,Yes,69,5686,Competitor,Competitor had better devices,0-12 (~1 Year),127.614,0,1.5066587957497048,0
2074-GKOWZ,Male,49,No,No,Yes,No,0,United States,California,Novato,94947,38.112166,-122.634384,24741,Q3,Yes,1,2,Offer E,Yes,8.86,No,Yes,Fiber Optic,23,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,185.55,0.0,0,17.72,203.27,1,Churned,Yes,73,3851,Competitor,Competitor had better devices,0-12 (~1 Year),101.635,0,1.1349525404801788,0
0376-YMCJC,Male,21,Yes,No,No,No,0,United States,California,Novato,94949,38.067204,-122.524004,13361,Q3,No,0,23,,Yes,38.69,Yes,Yes,Cable,69,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.6,1943.2,4.73,0,889.8699999999999,2828.34,2,Churned,Yes,82,4359,Competitor,Competitor offered higher download speeds,12-24 (1-2 Years),122.97130434782609,0,1.357299164987043,0
0634-SZPQA,Female,64,No,No,No,No,0,United States,California,San Anselmo,94960,37.99272,-122.575026,16849,Q3,No,0,23,,Yes,3.55,Yes,Yes,Fiber Optic,4,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.05,2169.8,27.38,0,81.64999999999999,2224.07,2,Churned,Yes,67,4650,Competitor,Competitor offered higher download speeds,12-24 (1-2 Years),96.69869565217392,0,1.0738333775921591,0
5536-RTPWK,Male,54,No,No,Yes,No,0,United States,California,Sausalito,94965,37.848641,-122.515692,11213,Q3,Yes,1,49,Offer B,Yes,20.48,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,4853.75,14.24,0,1003.52,5843.030000000001,2,Churned,Yes,91,5157,Competitor,Competitor offered higher download speeds,48-60 (4-5 Years),119.24551020408164,0,1.2038920767701327,0
6166-ILMNY,Female,46,No,No,No,No,0,United States,California,Tomales,94971,38.240769,-122.901041,384,Q3,No,0,2,,Yes,26.44,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,69.75,144.55,0.0,0,52.88,197.43,1,Churned,Yes,68,5667,Competitor,Competitor had better devices,0-12 (~1 Year),98.715,0,1.415268817204301,0
3097-NNSPB,Female,42,No,No,No,No,0,United States,California,Valley Ford,94972,38.339996,-122.935056,66,Q3,No,0,2,Offer E,Yes,14.7,No,Yes,DSL,13,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,49.05,91.1,0.0,40,29.4,160.5,1,Churned,Yes,91,2960,Competitor,Competitor had better devices,0-12 (~1 Year),80.25,0,1.636085626911315,0
0655-RBDUG,Male,32,No,No,No,No,0,United States,California,Alviso,95002,37.449537,-121.994813,2147,Q3,No,0,7,Offer E,Yes,9.25,Yes,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.05,713.0,0.0,0,64.75,777.75,1,Churned,Yes,86,2561,Competitor,Competitor had better devices,0-12 (~1 Year),111.10714285714286,0,1.1331682086399069,0
4361-BKAXE,Female,23,Yes,No,No,No,0,United States,California,Boulder Creek,95006,37.171727,-122.142961,10520,Q3,No,0,41,Offer B,Yes,21.56,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,114.5,4527.45,0.0,0,883.9599999999999,5411.41,1,Churned,Yes,80,3038,Competitor,Competitor made better offer,36-48 (3-4 Years),131.98560975609755,0,1.1527127489615505,0
9878-TNQGW,Male,51,No,No,No,No,0,United States,California,Davenport,95017,37.114335,-122.237162,857,Q3,No,0,2,Offer E,Yes,17.33,No,Yes,Fiber Optic,14,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.95,171.15,0.0,0,34.66,205.81,3,Churned,Yes,65,3533,Competitor,Competitor made better offer,0-12 (~1 Year),102.905,0,1.2712168004941322,0
4607-CHPCA,Male,63,No,No,Yes,No,0,United States,California,San Martin,95046,37.084697,-121.606417,5671,Q3,Yes,1,25,,Yes,35.27,No,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,2178.6,0.0,140,881.7500000000001,3200.35,3,Churned,Yes,91,5801,Competitor,Competitor made better offer,24-36 (2-3 Years),128.014,0,1.4160840707964601,0
8824-RWFXJ,Male,21,Yes,No,Yes,No,0,United States,California,Santa Cruz,95062,36.974575,-121.991149,36631,Q3,Yes,1,3,Offer E,Yes,29.29,No,Yes,Cable,52,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Mailed Check,56.15,168.15,0.0,0,87.87,256.02,1,Churned,Yes,83,2539,Competitor,Competitor had better devices,0-12 (~1 Year),85.33999999999999,0,1.5198575244879784,0
9763-PDTKK,Female,59,No,No,No,No,0,United States,California,San Jose,95112,37.343827,-121.883119,52334,Q3,No,0,4,Offer E,Yes,39.68,No,Yes,Fiber Optic,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.4,387.2,0.0,0,158.72,545.92,1,Churned,Yes,74,4249,Competitor,Competitor had better devices,0-12 (~1 Year),136.48,0,1.4457627118644065,0
7627-JKIAZ,Female,62,No,No,Yes,No,0,United States,California,San Jose,95116,37.350284,-121.852855,51706,Q3,No,0,37,,Yes,37.49,Yes,Yes,Fiber Optic,29,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.95,2839.65,0.0,0,1387.13,4226.780000000001,3,Churned,Yes,90,3982,Competitor,Competitor offered higher download speeds,36-48 (3-4 Years),114.23729729729732,0,1.446957533847971,0
4081-DYXAV,Female,27,Yes,No,No,No,0,United States,California,San Jose,95125,37.294926,-121.894763,46185,Q3,No,0,19,,No,0.0,No,Yes,DSL,48,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,44.85,893.55,0.0,0,0.0,893.55,3,Churned,Yes,72,5182,Competitor,Competitor offered higher download speeds,12-24 (1-2 Years),47.02894736842105,0,1.048582995951417,0
0927-LCSMG,Male,23,Yes,No,No,No,0,United States,California,San Jose,95129,37.305622,-122.000887,37570,Q3,No,0,7,Offer E,Yes,21.58,No,Yes,Fiber Optic,71,No,No,Yes,No,No,No,Yes,No,Month-to-Month,No,Mailed Check,74.65,544.55,0.0,10,151.06,705.6099999999999,3,Churned,Yes,75,3331,Competitor,Competitor offered more data,0-12 (~1 Year),100.80142857142856,0,1.3503205434886612,0
8257-RZAHR,Female,51,No,No,Yes,No,0,United States,California,San Jose,95134,37.42765,-121.945416,9657,Q3,Yes,1,14,Offer D,Yes,20.4,Yes,Yes,DSL,30,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,64.7,941.0,0.0,0,285.59999999999997,1226.6,1,Churned,Yes,86,4049,Competitor,Competitor offered more data,12-24 (1-2 Years),87.61428571428571,0,1.3541620666813865,0
0841-NULXI,Male,38,No,No,No,No,0,United States,California,Stockton,95209,38.044523,-121.348048,30814,Q3,No,0,1,,No,0.0,No,Yes,DSL,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.55,35.55,0.0,0,0.0,35.55,1,Churned,Yes,71,3958,Other,Don't know,0-12 (~1 Year),35.55,0,1.0,0
7851-WZEKY,Female,32,No,No,No,No,0,United States,California,Stockton,95219,38.029729,-121.387999,19109,Q3,No,0,2,Offer E,Yes,38.51,Yes,Yes,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.15,196.9,0.0,0,77.02,273.92,2,Churned,Yes,82,2414,Competitor,Competitor made better offer,0-12 (~1 Year),136.96,0,1.4394114555964268,0
8844-TONUD,Male,54,No,No,Yes,No,0,United States,California,Acampo,95220,38.200231,-121.235034,6317,Q3,Yes,4,13,Offer D,Yes,45.6,No,Yes,Fiber Optic,11,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,96.65,1162.85,0.0,0,592.8000000000001,1755.65,1,Churned,Yes,75,5295,Competitor,Competitor had better devices,12-24 (1-2 Years),135.05,0,1.397309881013968,0
5868-CZJDR,Male,41,No,No,No,No,0,United States,California,Linden,95236,38.047746,-121.030499,3148,Q3,No,0,1,Offer E,No,0.0,No,Yes,DSL,6,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,31.35,31.35,0.0,80,0.0,111.35,2,Churned,Yes,85,3605,Attitude,Attitude of service provider,0-12 (~1 Year),111.35,0,3.551834130781499,0
0135-NMXAP,Female,57,No,No,No,No,0,United States,California,Lodi,95240,38.123544,-121.159078,45755,Q3,No,0,12,Offer D,Yes,14.38,Yes,Yes,Fiber Optic,6,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1052.4,0.0,0,172.56,1224.96,3,Churned,Yes,90,5671,Attitude,Attitude of support person,12-24 (1-2 Years),102.08,0,1.1373816155988858,0
6270-OMFIW,Male,33,No,No,Yes,No,0,United States,California,Valley Springs,95252,38.156971,-120.849231,11266,Q3,Yes,9,60,Offer B,Yes,47.4,No,Yes,Cable,29,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.4,5610.25,0.0,0,2844.0,8454.25,2,Churned,Yes,91,4990,Attitude,Attitude of support person,60-72 (5-6 Years),140.90416666666667,0,1.4926288841807909,0
0107-WESLM,Male,32,No,No,No,No,0,United States,California,West Point,95255,38.41935,-120.469545,2198,Q3,No,0,1,Offer E,Yes,31.77,No,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.85,19.85,0.0,0,31.77,51.620000000000005,2,Churned,Yes,66,3874,Attitude,Attitude of support person,0-12 (~1 Year),51.620000000000005,0,2.6005037783375315,0
3992-YWPKO,Female,55,No,No,No,No,0,United States,California,Atwater,95301,37.321233,-120.656354,27808,Q3,No,0,6,Offer E,Yes,20.36,Yes,Yes,Fiber Optic,10,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,109.9,669.45,0.0,0,122.16,791.61,1,Churned,Yes,69,5750,Competitor,Competitor had better devices,0-12 (~1 Year),131.935,0,1.2005004549590537,0
0125-LZQXK,Male,42,No,No,No,No,0,United States,California,Big Oak Flat,95305,37.818589,-120.256995,167,Q3,No,0,15,Offer D,Yes,45.92,No,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1553.95,0.0,0,688.8000000000001,2242.75,2,Churned,Yes,91,3025,Attitude,Attitude of service provider,12-24 (1-2 Years),149.51666666666668,0,1.4752507811215263,0
5673-FSSMF,Female,19,Yes,No,No,No,0,United States,California,Delhi,95315,37.422961,-120.765493,10159,Q3,No,0,1,Offer E,Yes,33.48,Yes,Yes,Cable,59,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,60.15,60.15,0.0,20,33.48,113.63,3,Churned,Yes,91,4611,Attitude,Attitude of support person,0-12 (~1 Year),113.63,0,1.889110556940981,0
1579-KLYDT,Male,31,No,No,No,No,0,United States,California,Hickman,95323,37.605926,-120.69955,1055,Q3,No,0,7,Offer E,Yes,35.91,Yes,Yes,Fiber Optic,27,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.45,593.45,0.0,0,251.37,844.82,2,Churned,Yes,91,5356,Competitor,Competitor made better offer,0-12 (~1 Year),120.68857142857144,0,1.3343125641633105,0
3927-NLNRY,Male,48,No,No,Yes,No,0,United States,California,Long Barn,95335,38.109125,-120.078597,683,Q3,Yes,1,53,Offer B,Yes,15.77,No,Yes,Fiber Optic,9,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.95,0.0,0,835.81,5703.76,3,Churned,Yes,96,5414,Other,Moved,48-60 (4-5 Years),107.61811320754717,0,1.1418367449076623,0
6358-LYNGM,Male,26,Yes,No,No,No,0,United States,California,Mariposa,95338,37.526791,-119.99437,10226,Q3,No,0,1,Offer E,Yes,1.84,Yes,Yes,Fiber Optic,76,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,74.9,0.0,0,1.84,76.74000000000001,3,Churned,Yes,84,2548,Other,Moved,0-12 (~1 Year),76.74000000000001,0,1.02456608811749,0
5494-HECPR,Female,34,No,No,No,No,0,United States,California,Mi Wuk Village,95346,38.121601,-120.133915,1278,Q3,No,0,1,Offer E,Yes,32.92,No,Yes,Fiber Optic,3,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.25,80.25,0.0,0,32.92,113.17,2,Churned,Yes,69,2502,Other,Moved,0-12 (~1 Year),113.17,0,1.4102180685358257,0
9824-BEMCV,Male,58,No,No,Yes,No,0,United States,California,Modesto,95350,37.671806,-121.007575,52872,Q3,Yes,1,17,Offer D,Yes,44.97,No,Yes,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0,1149.65,0.0,0,764.49,1914.14,2,Churned,Yes,77,3368,Competitor,Competitor offered higher download speeds,12-24 (1-2 Years),112.5964705882353,0,1.631832907075874,0
1373-ORVIZ,Female,62,No,No,Yes,No,0,United States,California,Modesto,95351,37.621458,-121.012295,47536,Q3,Yes,1,11,Offer D,Yes,15.69,Yes,Yes,DSL,12,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.35,740.8,0.0,0,172.59,913.39,1,Churned,Yes,91,2860,Competitor,Competitor had better devices,0-12 (~1 Year),83.03545454545454,0,1.2514763307528944,0
9866-QEVEE,Male,58,No,No,No,No,0,United States,California,Modesto,95356,37.716186,-121.025836,26055,Q3,No,0,19,Offer D,Yes,20.41,Yes,Yes,Fiber Optic,11,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,86.0,1532.45,0.0,30,387.79,1950.24,1,Churned,Yes,91,4857,Competitor,Competitor had better devices,12-24 (1-2 Years),102.64421052631579,0,1.1935373317013465,0
9897-KXHCM,Female,37,No,No,Yes,No,0,United States,California,Modesto,95357,37.670526,-120.877572,13343,Q3,Yes,1,3,Offer E,Yes,48.38,No,Yes,Fiber Optic,14,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80.3,250.05,0.0,0,145.14,395.19000000000005,1,Churned,Yes,72,3212,Competitor,Competitor offered higher download speeds,0-12 (~1 Year),131.73000000000002,0,1.6404732254047325,0
